Date,Heure,Instance,Algorithme,Nb_Solutions_Explorees,Score_Objectif,Temps_Execution_s
2026-06-09,14:34:32,fichier-exemple.txt,real_time_greedy,4,8.5,18.82
2026-06-09,14:35:52,moyen_test_2.txt,real_time_greedy,238,104.00000000000001,79.48
2026-06-09,14:36:40,moyen_test_3.txt,real_time_greedy,19,395.0,47.91
2026-06-09,14:37:45,gros_test_1.txt,real_time_greedy,25000,3058.9334556370923,65.89
2026-06-09,14:49:33,maxi_test_1.txt,real_time_greedy,25000,21637.872404688533,707.48
