Date,Heure,Instance,Algorithme,Nb_Solutions_Explorees,Score_Objectif,Temps_Execution_s
2026-06-09,14:13:24,fichier-exemple.txt,simulated_annealing,4,8.5,12.2
2026-06-09,14:14:08,moyen_test_2.txt,simulated_annealing,50,104.0,43.83
2026-06-09,14:14:33,moyen_test_3.txt,simulated_annealing,19,395.0,24.35
2026-06-09,14:16:49,gros_test_1.txt,simulated_annealing,50,1893.0,136.6
2026-06-09,14:17:27,maxi_test_1.txt,simulated_annealing,50,6442.0,38.03
